Hour,Date,2030_load,solar,wind,gas,batt_charge,batt_discharge,SOC,net_load,load_and_charge
0,1/1/2018,540.2591226244609,0.0,323.0518396871125,92.08920419524021,0.0,125.11807874210825,1259.7234391748998,0.0,540.26
1,1/1/2018,525.3799047794951,0.0,299.332418158897,0.0,0.0,226.04748662059808,993.785219621255,0.0,525.38
2,1/1/2018,515.9830952953461,0.0,325.8914887433068,0.0,0.0,190.0916065520392,770.1480354423853,-0.0,515.98
3,1/1/2018,511.9098752004001,0.0,354.4550174850317,0.0,0.0,157.45485771536846,584.9070263654813,0.0,511.91
4,1/1/2018,515.779413356812,0.0,383.85373712563865,0.0,0.0,131.92567623117344,429.70034844645375,0.0,515.78
5,1/1/2018,528.1872286392429,0.0,447.6623218001346,0.0,0.0,80.52490683910841,334.96516392985563,0.0,528.19
6,1/1/2018,543.985717384314,0.0,498.4419284520914,0.0,0.0,45.543788932222576,281.3842357742996,0.0,543.99
7,1/1/2018,552.5709669890821,238.44495327962022,530.5132589691161,0.0,216.3872452596543,0.0,497.77148103395393,0.0,768.96
8,1/1/2018,547.223205634716,427.9837322767323,472.0498960474555,0.0,352.81042268947186,0.0,850.5819037234259,-0.0,900.03
9,1/1/2018,555.991318291285,558.4127547227423,414.2546858449018,0.0,416.6761222763589,0.0,1267.2580259997849,0.0,972.67
10,1/1/2018,550.019109038402,659.6169080606024,357.1276283614507,0.0,466.72542738365115,0.0,1733.9834533834364,0.0,1016.74
11,1/1/2018,557.866726247056,715.8087147620681,395.2123333504177,0.0,553.1543218654297,0.0,2287.137775248866,0.0,1111.02
12,1/1/2018,545.4638802467929,726.8052063967989,431.29258018207094,0.0,526.7045824941299,0.0,2813.842357742996,85.93,1072.17
13,1/1/2018,554.4044222464411,686.6860122806851,463.86502523842296,0.0,0.0,0.0,2813.842357742996,596.15,554.4
14,1/1/2018,550.2962315791539,585.6669284078623,465.0342924968572,0.0,0.0,0.0,2813.842357742996,500.4,550.3
15,1/1/2018,574.905828695935,298.41573732394437,465.36836885640923,0.0,0.0,0.0,2813.842357742996,188.88,574.91
16,1/1/2018,633.4451996713211,0.0,467.03875065417077,166.40644901715035,0.0,0.0,2813.842357742996,0.0,633.45
17,1/1/2018,686.891339476893,0.0,350.1120248108524,89.41133697743268,0.0,247.36797768860797,2522.8212075211045,0.0,686.89
18,1/1/2018,678.3672592880871,0.0,213.3077555741691,0.0,0.0,465.0595037139181,1975.6923796223773,0.0,678.37
19,1/1/2018,664.829758646182,0.0,115.42338222533351,0.0,0.0,549.4063764208485,1329.3319367743197,0.0,664.83
20,1/1/2018,646.997768966886,0.0,148.4969418210157,0.0,0.0,498.5008271458705,742.8603754262369,0.0,647.0
21,1/1/2018,616.9508153324799,0.0,290.3123564509837,0.0,0.0,326.6384588814962,358.5798355656532,0.0,616.95
22,1/1/2018,573.078249982655,0.0,507.46199016000475,0.0,0.0,65.61625982265049,281.3842357742996,0.0,573.08
23,1/1/2018,536.1881164479471,0.0,603.17486717175,0.0,66.98675072380287,0.0,348.3709864981025,0.0,603.17
24,1/2/2018,514.008318878714,0.0,762.6963288579911,0.0,248.68800997927704,0.0,597.0589964773795,0.0,762.7
25,1/2/2018,504.27594892972405,0.0,947.9416702297643,0.0,443.66572130004,0.0,1040.7247177774195,0.0,947.94
26,1/2/2018,501.748863019852,0.0,1080.0688704327151,0.0,578.3200074128629,0.0,1619.0447251902826,0.0,1080.07
27,1/2/2018,505.14198138086107,0.0,1183.6325418939393,0.0,678.4905605130785,0.0,2297.535285703361,-0.0,1183.63
28,1/2/2018,518.8479435213951,0.0,1247.4411265684366,0.0,516.3070720396353,0.0,2813.842357742996,212.29,1035.16
29,1/2/2018,548.721905118838,0.0,1187.9755345681197,0.0,0.0,0.0,2813.842357742996,639.25,548.72
30,1/2/2018,594.491083720534,0.0,1089.5900466799555,0.0,0.0,0.0,2813.842357742996,495.1,594.49
31,1/2/2018,620.154648455055,350.4356332866823,981.0152298254451,0.0,0.0,0.0,2813.842357742996,711.3,620.15
32,1/2/2018,601.351212118026,626.8530514172985,901.1709798924361,0.0,0.0,0.0,2813.842357742996,926.67,601.35
33,1/2/2018,599.630991462942,773.108581338857,834.689784341521,0.0,0.0,0.0,2813.842357742996,1008.17,599.63
34,1/2/2018,573.598318427968,842.5248849437523,780.0682995547123,0.0,0.0,0.0,2813.842357742996,1048.99,573.6
35,1/2/2018,563.983040879043,864.4282185886723,940.2579139600605,0.0,0.0,0.0,2813.842357742996,1240.7,563.98
36,1/2/2018,564.1353192228621,840.6523911781046,1065.8706251517401,0.0,0.0,0.0,2813.842357742996,1342.39,564.14
37,1/2/2018,557.4444416694059,768.5676162265128,1172.9420983882642,0.0,0.0,0.0,2813.842357742996,1384.07,557.44
38,1/2/2018,565.771206492743,638.1832953477204,1190.648145444539,0.0,0.0,0.0,2813.842357742996,1263.06,565.77
39,1/2/2018,556.395979663739,327.7142670652303,1205.0134289052892,0.0,0.0,0.0,2813.842357742996,976.33,556.4
40,1/2/2018,606.663830156964,0.0,1215.3697960514119,0.0,0.0,0.0,2813.842357742996,608.71,606.66
41,1/2/2018,675.051276945963,0.0,1194.824099938943,0.0,0.0,0.0,2813.842357742996,519.77,675.05
42,1/2/2018,678.0062849966179,0.0,1170.4365256916221,0.0,0.0,0.0,2813.842357742996,492.43,678.01
43,1/2/2018,665.0598205659261,0.0,1143.5433787476586,0.0,0.0,0.0,2813.842357742996,478.48,665.06
44,1/2/2018,647.2157538232061,0.0,1078.7325649945053,0.0,0.0,0.0,2813.842357742996,431.52,647.22
45,1/2/2018,615.2815848429441,0.0,1027.4518438032212,0.0,0.0,0.0,2813.842357742996,412.17,615.28
46,1/2/2018,569.6692439794979,0.0,988.0308333760447,0.0,0.0,0.0,2813.842357742996,418.36,569.67
47,1/2/2018,531.462574514454,0.0,1004.0664986345565,0.0,0.0,0.0,2813.842357742996,472.6,531.46
48,1/3/2018,511.64999719415795,0.0,1021.1043929717268,0.0,0.0,0.0,2813.842357742996,509.45,511.65
49,1/3/2018,499.895657731812,0.0,1039.1445163875524,0.0,0.0,0.0,2813.842357742996,539.25,499.9
50,1/3/2018,496.979643318024,0.0,1008.409491308737,0.0,0.0,0.0,2813.842357742996,511.43,496.98
